Thorlabs Single Photon Counter Data Export

Date (YYYY-MM-DD):	2025-08-15
Time (HH:MM:SS):	15:16:56
Device Name:	SPCM50A
Serial Number:	M00296614
GUI Revision:	1.0 Build 23
Driver Revision:	1.1.0
Firmware Revision:	1.0.0

Application settings:
Operating Mode:	Free Running Timed Counter
Bin Length [ms]:	1
Time between Bins [ms]:	0.001
Pulse Blind Time [ns]:	0
Trigger Edge:	non-applicable
Array Measurement:	Yes
Array Measurement Continuously:	No
Bins per Array:	5000
Active APD Gating:	No
Fan Off:	No

Bin Number 	Counts per Bin 	Remarks
        1	          688 	
        2	          773 	
        3	          765 	
        4	          711 	
        5	          722 	
        6	          730 	
        7	          734 	
        8	          761 	
        9	          760 	
       10	          738 	
       11	          748 	
       12	          731 	
       13	          708 	
       14	          728 	
       15	          760 	
       16	          734 	
       17	          803 	
       18	          759 	
       19	          739 	
       20	          789 	
       21	          760 	
       22	          743 	
       23	          759 	
       24	          761 	
       25	          786 	
       26	          702 	
       27	          778 	
       28	          733 	
       29	          745 	
       30	          725 	
       31	          722 	
       32	          714 	
       33	          712 	
       34	          732 	
       35	          764 	
       36	          709 	
       37	          753 	
       38	          749 	
       39	          754 	
       40	          793 	
       41	          752 	
       42	          733 	
       43	          754 	
       44	          738 	
       45	          746 	
       46	          735 	
       47	          765 	
       48	          785 	
       49	          740 	
       50	          711 	
       51	          717 	
       52	          726 	
       53	          795 	
       54	          698 	
       55	          703 	
       56	          766 	
       57	          738 	
       58	          708 	
       59	          718 	
       60	          769 	
       61	          730 	
       62	          736 	
       63	          738 	
       64	          790 	
       65	          730 	
       66	          771 	
       67	          741 	
       68	          746 	
       69	          710 	
       70	          734 	
       71	          761 	
       72	          727 	
       73	          719 	
       74	          747 	
       75	          692 	
       76	          736 	
       77	          713 	
       78	          745 	
       79	          717 	
       80	          738 	
       81	          722 	
       82	          798 	
       83	          746 	
       84	          732 	
       85	          756 	
       86	          686 	
       87	          698 	
       88	          723 	
       89	          741 	
       90	          732 	
       91	          757 	
       92	          756 	
       93	          753 	
       94	          761 	
       95	          715 	
       96	          811 	
       97	          741 	
       98	          697 	
       99	          704 	
      100	          759 	
      101	          763 	
      102	          750 	
      103	          753 	
      104	          732 	
      105	          766 	
      106	          769 	
      107	          691 	
      108	          771 	
      109	          750 	
      110	          705 	
      111	          752 	
      112	          736 	
      113	          777 	
      114	          704 	
      115	          729 	
      116	          722 	
      117	          740 	
      118	          764 	
      119	          719 	
      120	          751 	
      121	          754 	
      122	          721 	
      123	          753 	
      124	          796 	
      125	          705 	
      126	          753 	
      127	          706 	
      128	          737 	
      129	          760 	
      130	          702 	
      131	          747 	
      132	          735 	
      133	          756 	
      134	          726 	
      135	          754 	
      136	          729 	
      137	          740 	
      138	          721 	
      139	          728 	
      140	          754 	
      141	          798 	
      142	          745 	
      143	          719 	
      144	          667 	
      145	          701 	
      146	          719 	
      147	          716 	
      148	          738 	
      149	          737 	
      150	          719 	
      151	          706 	
      152	          730 	
      153	          714 	
      154	          698 	
      155	          721 	
      156	          721 	
      157	          792 	
      158	          719 	
      159	          718 	
      160	          771 	
      161	          732 	
      162	          746 	
      163	          719 	
      164	          784 	
      165	          714 	
      166	          729 	
      167	          748 	
      168	          744 	
      169	          732 	
      170	          739 	
      171	          751 	
      172	          755 	
      173	          770 	
      174	          786 	
      175	          724 	
      176	          757 	
      177	          781 	
      178	          748 	
      179	          778 	
      180	          744 	
      181	          703 	
      182	          761 	
      183	          755 	
      184	          727 	
      185	          718 	
      186	          735 	
      187	          760 	
      188	          725 	
      189	          720 	
      190	          725 	
      191	          719 	
      192	          744 	
      193	          737 	
      194	          761 	
      195	          717 	
      196	          742 	
      197	          743 	
      198	          722 	
      199	          728 	
      200	          759 	
      201	          744 	
      202	          797 	
      203	          701 	
      204	          774 	
      205	          704 	
      206	          737 	
      207	          771 	
      208	          762 	
      209	          710 	
      210	          752 	
      211	          718 	
      212	          746 	
      213	          758 	
      214	          776 	
      215	          729 	
      216	          791 	
      217	          677 	
      218	          692 	
      219	          762 	
      220	          759 	
      221	          714 	
      222	          755 	
      223	          730 	
      224	          731 	
      225	          703 	
      226	          750 	
      227	          719 	
      228	          779 	
      229	          746 	
      230	          770 	
      231	          706 	
      232	          738 	
      233	          734 	
      234	          698 	
      235	          698 	
      236	          749 	
      237	          755 	
      238	          756 	
      239	          771 	
      240	          740 	
      241	          755 	
      242	          732 	
      243	          755 	
      244	          737 	
      245	          734 	
      246	          753 	
      247	          719 	
      248	          700 	
      249	          728 	
      250	          755 	
      251	          708 	
      252	          743 	
      253	          757 	
      254	          691 	
      255	          739 	
      256	          737 	
      257	          750 	
      258	          711 	
      259	          699 	
      260	          711 	
      261	          722 	
      262	          754 	
      263	          732 	
      264	          752 	
      265	          752 	
      266	          689 	
      267	          751 	
      268	          769 	
      269	          772 	
      270	          713 	
      271	          731 	
      272	          764 	
      273	          721 	
      274	          735 	
      275	          742 	
      276	          743 	
      277	          765 	
      278	          744 	
      279	          723 	
      280	          750 	
      281	          730 	
      282	          726 	
      283	          718 	
      284	          754 	
      285	          726 	
      286	          729 	
      287	          740 	
      288	          726 	
      289	          763 	
      290	          801 	
      291	          692 	
      292	          711 	
      293	          792 	
      294	          739 	
      295	          720 	
      296	          740 	
      297	          737 	
      298	          730 	
      299	          755 	
      300	          758 	
      301	          746 	
      302	          751 	
      303	          753 	
      304	          734 	
      305	          712 	
      306	          683 	
      307	          769 	
      308	          766 	
      309	          744 	
      310	          684 	
      311	          739 	
      312	          727 	
      313	          705 	
      314	          734 	
      315	          702 	
      316	          758 	
      317	          739 	
      318	          730 	
      319	          815 	
      320	          729 	
      321	          769 	
      322	          774 	
      323	          726 	
      324	          771 	
      325	          788 	
      326	          699 	
      327	          704 	
      328	          770 	
      329	          689 	
      330	          795 	
      331	          732 	
      332	          732 	
      333	          731 	
      334	          735 	
      335	          759 	
      336	          748 	
      337	          755 	
      338	          745 	
      339	          733 	
      340	          724 	
      341	          710 	
      342	          737 	
      343	          783 	
      344	          740 	
      345	          743 	
      346	          731 	
      347	          711 	
      348	          780 	
      349	          734 	
      350	          754 	
      351	          788 	
      352	          755 	
      353	          763 	
      354	          790 	
      355	          757 	
      356	          707 	
      357	          749 	
      358	          745 	
      359	          727 	
      360	          733 	
      361	          759 	
      362	          758 	
      363	          767 	
      364	          758 	
