# bins en theta = 360.00 deg
# bin_length_s = 0.001000
# bin	counts	CPS
1	373	373000.000
2	362	362000.000
3	346	346000.000
4	371	371000.000
5	398	398000.000
6	363	363000.000
7	358	358000.000
8	371	371000.000
9	321	321000.000
10	352	352000.000
11	343	343000.000
12	385	385000.000
13	366	366000.000
14	424	424000.000
15	383	383000.000
16	359	359000.000
17	356	356000.000
18	363	363000.000
19	309	309000.000
20	370	370000.000
21	355	355000.000
22	375	375000.000
23	378	378000.000
24	369	369000.000
25	347	347000.000
26	377	377000.000
27	399	399000.000
28	367	367000.000
29	373	373000.000
30	350	350000.000
31	406	406000.000
32	371	371000.000
33	374	374000.000
34	359	359000.000
35	406	406000.000
36	381	381000.000
37	364	364000.000
38	347	347000.000
39	357	357000.000
40	362	362000.000
41	343	343000.000
42	388	388000.000
43	353	353000.000
44	362	362000.000
45	366	366000.000
46	364	364000.000
47	360	360000.000
48	354	354000.000
49	382	382000.000
50	387	387000.000
51	339	339000.000
52	374	374000.000
53	342	342000.000
54	384	384000.000
55	345	345000.000
56	376	376000.000
57	384	384000.000
58	388	388000.000
59	399	399000.000
60	392	392000.000
61	380	380000.000
62	331	331000.000
63	385	385000.000
64	340	340000.000
65	369	369000.000
66	382	382000.000
67	370	370000.000
68	367	367000.000
69	354	354000.000
70	400	400000.000
71	377	377000.000
72	387	387000.000
73	371	371000.000
74	383	383000.000
75	331	331000.000
76	361	361000.000
77	374	374000.000
78	371	371000.000
79	375	375000.000
80	364	364000.000
81	380	380000.000
82	428	428000.000
83	380	380000.000
84	369	369000.000
85	378	378000.000
86	358	358000.000
87	340	340000.000
88	380	380000.000
89	344	344000.000
90	352	352000.000
91	371	371000.000
92	349	349000.000
93	404	404000.000
94	377	377000.000
95	368	368000.000
96	359	359000.000
97	354	354000.000
98	350	350000.000
99	371	371000.000
100	350	350000.000
101	392	392000.000
102	365	365000.000
103	361	361000.000
104	413	413000.000
105	391	391000.000
106	374	374000.000
107	368	368000.000
108	347	347000.000
109	373	373000.000
110	370	370000.000
111	369	369000.000
112	358	358000.000
113	374	374000.000
114	356	356000.000
115	384	384000.000
116	368	368000.000
117	404	404000.000
118	352	352000.000
119	344	344000.000
120	352	352000.000
121	350	350000.000
122	359	359000.000
123	368	368000.000
124	382	382000.000
125	368	368000.000
126	334	334000.000
127	337	337000.000
128	377	377000.000
129	369	369000.000
130	375	375000.000
131	342	342000.000
132	344	344000.000
133	390	390000.000
134	316	316000.000
135	356	356000.000
136	365	365000.000
137	367	367000.000
138	374	374000.000
139	410	410000.000
140	352	352000.000
141	393	393000.000
142	381	381000.000
143	376	376000.000
144	355	355000.000
145	379	379000.000
146	348	348000.000
147	361	361000.000
148	354	354000.000
149	360	360000.000
150	355	355000.000
151	339	339000.000
152	352	352000.000
153	368	368000.000
154	350	350000.000
155	378	378000.000
156	380	380000.000
157	350	350000.000
158	431	431000.000
159	391	391000.000
160	378	378000.000
161	375	375000.000
162	361	361000.000
163	361	361000.000
164	386	386000.000
165	374	374000.000
166	348	348000.000
167	316	316000.000
168	333	333000.000
169	360	360000.000
170	387	387000.000
171	351	351000.000
172	366	366000.000
173	385	385000.000
174	360	360000.000
175	348	348000.000
176	380	380000.000
177	367	367000.000
178	354	354000.000
179	348	348000.000
180	363	363000.000
181	338	338000.000
182	372	372000.000
183	369	369000.000
184	397	397000.000
185	387	387000.000
186	363	363000.000
187	390	390000.000
188	358	358000.000
189	336	336000.000
190	337	337000.000
191	397	397000.000
192	354	354000.000
193	361	361000.000
194	358	358000.000
195	370	370000.000
196	330	330000.000
197	371	371000.000
198	350	350000.000
199	366	366000.000
200	358	358000.000
201	354	354000.000
202	380	380000.000
203	387	387000.000
204	352	352000.000
205	395	395000.000
206	342	342000.000
207	373	373000.000
208	349	349000.000
209	386	386000.000
210	347	347000.000
211	356	356000.000
212	329	329000.000
213	369	369000.000
