
# Curve 0 of 1, 1000 points
# Curve title: "'grid_data.dat' using 1:($2*0.05)"
# x y type
 0  0  i
 0.1  0  i
 0.2  0  i
 0.3  0  i
 0.4  0  i
 0.5  0  i
 0.6  0  i
 0.7  0  i
 0.8  0  i
 0.9  0  i
 1  0  i
 1.1  0  i
 1.2  0  i
 1.3  0  i
 1.4  0  i
 1.5  0  i
 1.6  0  i
 1.7  0  i
 1.8  0  i
 1.9  0  i
 2  0  i
 2.1  0  i
 2.2  0  i
 2.3  0  i
 2.4  0  i
 2.5  0  i
 2.6  0  i
 2.7  0  i
 2.8  0  i
 2.9  0  i
 3  0  i
 3.1  0  i
 3.2  0  i
 3.3  0  i
 3.4  0  i
 3.5  0  i
 3.6  0  i
 3.7  0  i
 3.8  0  i
 3.9  0  i
 4  0  i
 4.1  0  i
 4.2  0  i
 4.3  0  i
 4.4  0  i
 4.5  0  i
 4.6  0  i
 4.7  0  i
 4.8  0  i
 4.9  0  i
 5  0  i
 5.1  0  i
 5.2  0  i
 5.3  0  i
 5.4  0  i
 5.5  0  i
 5.6  0  i
 5.7  0  i
 5.8  0  i
 5.9  0  i
 6  0  i
 6.1  0  i
 6.2  0  i
 6.3  0  i
 6.4  0  i
 6.5  0  i
 6.6  0  i
 6.7  0  i
 6.8  0  i
 6.9  0  i
 7  0  i
 7.1  0  i
 7.2  0  i
 7.3  0  i
 7.4  0  i
 7.5  0  i
 7.6  0  i
 7.7  0  i
 7.8  0  i
 7.9  0  i
 8  0  i
 8.1  0  i
 8.2  0  i
 8.3  0  i
 8.4  0  i
 8.5  0  i
 8.6  0  i
 8.7  0  i
 8.8  0  i
 8.9  0  i
 9  0  i
 9.1  0  i
 9.2  0  i
 9.3  0  i
 9.4  0  i
 9.5  0  i
 9.6  0  i
 9.7  0  i
 9.8  0  i
 9.9  0  i
 10  0  i
 10.1  0  i
 10.2  0  i
 10.3  0  i
 10.4  0  i
 10.5  0  i
 10.6  0  i
 10.7  0  i
 10.8  0  i
 10.9  0  i
 11  0  i
 11.1  0  i
 11.2  0  i
 11.3  0  i
 11.4  0  i
 11.5  0  i
 11.6  0  i
 11.7  0  i
 11.8  0  i
 11.9  0  i
 12  0  i
 12.1  0  i
 12.2  0  i
 12.3  0  i
 12.4  0  i
 12.5  0  i
 12.6  0  i
 12.7  0  i
 12.8  0  i
 12.9  0  i
 13  0  i
 13.1  0  i
 13.2  0  i
 13.3  0  i
 13.4  0  i
 13.5  0  i
 13.6  0  i
 13.7  0  i
 13.8  0  i
 13.9  0  i
 14  0  i
 14.1  0  i
 14.2  0  i
 14.3  0  i
 14.4  0  i
 14.5  0  i
 14.6  0  i
 14.7  0  i
 14.8  0  i
 14.9  0  i
 15  0  i
 15.1  0  i
 15.2  0  i
 15.3  0  i
 15.4  0  i
 15.5  0  i
 15.6  0  i
 15.7  0  i
 15.8  0  i
 15.9  0  i
 16  0  i
 16.1  0  i
 16.2  0  i
 16.3  0  i
 16.4  0  i
 16.5  0  i
 16.6  0  i
 16.7  0  i
 16.8  0  i
 16.9  0  i
 17  0  i
 17.1  0  i
 17.2  0  i
 17.3  0  i
 17.4  0  i
 17.5  0  i
 17.6  0  i
 17.7  0  i
 17.8  0  i
 17.9  0  i
 18  0  i
 18.1  0  i
 18.2  0  i
 18.3  0  i
 18.4  0  i
 18.5  0  i
 18.6  0  i
 18.7  0  i
 18.8  0  i
 18.9  0  i
 19  0  i
 19.1  0  i
 19.2  0  i
 19.3  0  i
 19.4  0  i
 19.5  0  i
 19.6  0  i
 19.7  0  i
 19.8  0  i
 19.9  0  i
 20  0  i
 20.1  0  i
 20.2  0  i
