# bins en theta = 30.00 deg
# bin_length_s = 0.001000
# bin	counts	CPS
1	84	84000.000
2	90	90000.000
3	104	104000.000
4	92	92000.000
5	91	91000.000
6	97	97000.000
7	84	84000.000
8	66	66000.000
9	85	85000.000
10	90	90000.000
11	104	104000.000
12	80	80000.000
13	81	81000.000
14	92	92000.000
15	83	83000.000
16	88	88000.000
17	97	97000.000
18	99	99000.000
19	71	71000.000
20	81	81000.000
21	88	88000.000
22	93	93000.000
23	85	85000.000
24	80	80000.000
25	74	74000.000
26	72	72000.000
27	93	93000.000
28	84	84000.000
29	93	93000.000
30	94	94000.000
31	97	97000.000
32	80	80000.000
33	69	69000.000
34	75	75000.000
35	88	88000.000
36	103	103000.000
37	89	89000.000
38	86	86000.000
39	84	84000.000
40	81	81000.000
41	85	85000.000
42	77	77000.000
43	88	88000.000
44	88	88000.000
45	77	77000.000
46	80	80000.000
47	87	87000.000
48	68	68000.000
49	71	71000.000
50	96	96000.000
51	80	80000.000
52	87	87000.000
53	88	88000.000
54	104	104000.000
55	91	91000.000
56	98	98000.000
57	81	81000.000
58	81	81000.000
59	91	91000.000
60	100	100000.000
61	78	78000.000
62	82	82000.000
63	106	106000.000
64	96	96000.000
65	95	95000.000
66	101	101000.000
67	98	98000.000
68	85	85000.000
69	99	99000.000
70	90	90000.000
71	79	79000.000
72	90	90000.000
73	105	105000.000
74	93	93000.000
75	100	100000.000
76	94	94000.000
77	102	102000.000
78	109	109000.000
79	88	88000.000
80	84	84000.000
81	105	105000.000
82	101	101000.000
83	90	90000.000
84	79	79000.000
85	98	98000.000
86	96	96000.000
87	94	94000.000
88	74	74000.000
89	107	107000.000
90	75	75000.000
91	91	91000.000
92	89	89000.000
93	113	113000.000
94	73	73000.000
95	79	79000.000
96	56	56000.000
97	92	92000.000
98	106	106000.000
99	83	83000.000
100	92	92000.000
101	102	102000.000
102	79	79000.000
103	79	79000.000
104	85	85000.000
105	89	89000.000
106	91	91000.000
107	87	87000.000
108	97	97000.000
109	86	86000.000
110	85	85000.000
111	84	84000.000
112	73	73000.000
113	81	81000.000
114	98	98000.000
115	84	84000.000
116	91	91000.000
117	93	93000.000
118	93	93000.000
119	89	89000.000
120	88	88000.000
121	85	85000.000
122	85	85000.000
123	74	74000.000
124	76	76000.000
125	93	93000.000
126	83	83000.000
127	100	100000.000
128	90	90000.000
129	81	81000.000
130	101	101000.000
131	111	111000.000
132	93	93000.000
133	85	85000.000
134	84	84000.000
135	90	90000.000
136	98	98000.000
137	79	79000.000
138	101	101000.000
139	87	87000.000
140	70	70000.000
141	77	77000.000
142	80	80000.000
143	72	72000.000
144	88	88000.000
145	85	85000.000
146	89	89000.000
147	62	62000.000
148	96	96000.000
149	82	82000.000
150	89	89000.000
151	99	99000.000
152	80	80000.000
153	76	76000.000
154	93	93000.000
155	79	79000.000
156	92	92000.000
157	86	86000.000
158	75	75000.000
159	82	82000.000
160	102	102000.000
161	86	86000.000
162	80	80000.000
163	92	92000.000
164	73	73000.000
165	90	90000.000
166	106	106000.000
167	82	82000.000
168	86	86000.000
169	77	77000.000
170	91	91000.000
171	106	106000.000
172	92	92000.000
173	109	109000.000
174	92	92000.000
175	102	102000.000
176	100	100000.000
177	95	95000.000
178	83	83000.000
179	91	91000.000
180	89	89000.000
